Date,Product,Category,Quantity,Unit Price,city,store
2024-10-30,Keyboard,Electronics,3,80,Hyderabad,StoreA
2024-02-21,Table,Furniture,47,300,Chennai,StoreA
2025-04-23,Mouse,Electronics,43,400,Mumbai,StoreA
2024-12-10,Mouse,Electronics,11,400,Lucknow,StoreA
2024-05-04,Monitor,Electronics,41,800,Kolkata,StoreE
2024-10-11,Desk,Furniture,25,500,Mumbai,StoreD
2025-01-31,Mouse,Electronics,30,400,Chennai,StoreA
2024-03-28,Pencil,Stationery,45,5,Ahmedabad,StoreC
2025-02-12,Chair,Furniture,27,150,Delhi,StoreC
2024-07-22,Desk,Furniture,48,500,Delhi,StoreA
2024-07-04,Mouse,Electronics,27,400,Kolkata,StoreE
2024-08-16,Mouse,Electronics,52,400,Bangalore,StoreD
2024-09-17,Pencil,Stationery,59,5,Bangalore,StoreA
2024-08-20,Notebook,Stationery,18,20,Mumbai,StoreE
2025-01-13,Pencil,Stationery,53,5,Kolkata,StoreC
2024-09-19,Printer,Electronics,21,1200,Lucknow,StoreD
2024-05-21,Laptop,Electronics,18,450,Ahmedabad,StoreA
2024-05-17,Desk,Furniture,32,500,Chennai,StoreC
2024-07-26,Chair,Furniture,29,150,Lucknow,StoreE
2024-10-06,Notebook,Stationery,16,20,Delhi,StoreB
2025-02-14,Pen,Stationery,23,15,Kolkata,StoreA
2024-04-01,Pencil,Stationery,3,5,Jaipur,StoreA
2025-01-15,Mouse,Electronics,28,400,Lucknow,StoreC
2025-01-24,Chair,Furniture,12,150,Kolkata,StoreD
2024-10-30,Printer,Electronics,2,1200,Hyderabad,StoreA
2024-07-15,Desk,Furniture,57,500,Pune,StoreA
2024-12-31,Mouse,Electronics,59,400,Kolkata,StoreA
2024-10-07,Pen,Stationery,10,15,Chennai,StoreC
2024-08-18,Laptop,Electronics,23,450,Ahmedabad,StoreE
2024-03-13,Pencil,Stationery,35,5,Delhi,StoreA
2024-11-15,Keyboard,Electronics,30,80,Delhi,StoreC
2024-04-22,Chair,Furniture,55,150,Ahmedabad,StoreD
2024-03-31,Printer,Electronics,32,1200,Delhi,StoreD
2025-04-19,Keyboard,Electronics,20,80,Ahmedabad,StoreD
2024-11-27,Notebook,Stationery,7,20,Mumbai,StoreB
2024-03-01,Pencil,Stationery,45,5,Chennai,StoreE
2024-10-22,Keyboard,Electronics,33,80,Chennai,StoreA
2024-09-03,Keyboard,Electronics,36,80,Kolkata,StoreC
2025-03-06,Mouse,Electronics,33,400,Mumbai,StoreE
2024-01-30,Desk,Furniture,40,500,Jaipur,StoreE
2024-10-18,Pencil,Stationery,41,5,Delhi,StoreE
2024-05-12,Printer,Electronics,32,1200,Hyderabad,StoreA
2025-04-02,Table,Furniture,25,300,Jaipur,StoreB
2024-12-12,Keyboard,Electronics,21,80,Mumbai,StoreA
2025-05-09,Pencil,Stationery,51,5,Mumbai,StoreC
2024-09-09,Laptop,Electronics,46,450,Hyderabad,StoreA
2024-09-30,Desk,Furniture,17,500,Lucknow,StoreD
2024-09-15,Notebook,Stationery,32,20,Jaipur,StoreB
2024-10-19,Laptop,Electronics,51,450,Mumbai,StoreD
2024-01-31,Mouse,Electronics,47,400,Chennai,StoreA
2024-10-23,Laptop,Electronics,20,450,Ahmedabad,StoreE
2025-02-01,Pencil,Stationery,32,5,Lucknow,StoreB
2024-10-03,Laptop,Electronics,50,450,Kolkata,StoreE
2024-08-07,Chair,Furniture,32,150,Lucknow,StoreC
2024-06-25,Table,Furniture,50,300,Jaipur,StoreE
2024-07-08,Monitor,Electronics,25,800,Pune,StoreC
2024-09-21,Monitor,Electronics,30,800,Pune,StoreD
2024-06-03,Chair,Furniture,42,150,Kolkata,StoreD
Date,Product,Category,Quantity,Unit Price,city,store
2025-05-19,Chair,Furniture,45,150,Lucknow,StoreB
2024-06-15,Notebook,Stationery,37,20,Delhi,StoreD
2024-09-18,Pencil,Stationery,29,5,Chennai,StoreB
2024-08-16,Laptop,Electronics,10,450,Kolkata,StoreC
2024-04-28,Printer,Electronics,29,1200,Mumbai,StoreD
2025-03-10,Monitor,Electronics,38,800,Chennai,StoreE
2024-06-23,Keyboard,Electronics,15,80,Hyderabad,StoreD
2025-02-25,Desk,Furniture,22,500,Kolkata,StoreA
2024-04-25,Notebook,Stationery,9,20,Mumbai,StoreE
2024-06-08,Printer,Electronics,32,1200,Pune,StoreB
2025-05-01,Pen,Stationery,32,15,Pune,StoreE
2024-09-25,Pen,Stationery,2,15,Hyderabad,StoreE
2025-10-11,Desk,Furniture,23,500,Bangalore,StoreE
2024-09-21,Keyboard,Electronics,36,80,Mumbai,StoreA
2025-04-07,Chair,Furniture,35,150,Kolkata,StoreD
2024-03-21,Mouse,Electronics,48,400,Pune,StoreD
2024-12-11,Monitor,Electronics,7,800,Lucknow,StoreE
2024-06-19,Notebook,Stationery,43,20,Lucknow,StoreC
2025-08-02,Monitor,Electronics,47,800,Mumbai,StoreC
2024-12-28,Pencil,Stationery,13,5,Ahmedabad,StoreA
2024-09-24,Pen,Stationery,35,15,Pune,StoreA
2024-08-17,Notebook,Stationery,19,20,Chennai,StoreC
2024-09-09,Monitor,Electronics,5,800,Chennai,StoreB
2024-01-03,Table,Furniture,33,300,Delhi,StoreE
2024-11-25,Keyboard,Electronics,36,80,Lucknow,StoreC
2025-05-29,Chair,Furniture,43,150,Lucknow,StoreD
2025-10-25,Desk,Furniture,59,500,Bangalore,StoreE
2024-12-11,Mouse,Electronics,12,400,Mumbai,StoreE
2025-05-18,Pen,Stationery,27,15,Kolkata,StoreA
2024-05-28,Mouse,Electronics,24,400,Pune,StoreB
2025-11-12,Printer,Electronics,8,1200,Pune,StoreB
2025-09-14,Pencil,Stationery,4,5,Lucknow,StoreA
2025-05-07,Printer,Electronics,60,1200,Delhi,StoreE
2025-02-11,Laptop,Electronics,54,450,Pune,StoreE
2025-02-19,Monitor,Electronics,49,800,Delhi,StoreC
2025-05-28,Pen,Stationery,28,15,Hyderabad,StoreB
2025-06-02,Pencil,Stationery,9,5,Pune,StoreD
2024-05-18,Laptop,Electronics,9,450,Mumbai,StoreC
2024-08-28,Monitor,Electronics,26,800,Mumbai,StoreA
2024-09-29,Chair,Furniture,43,150,Bangalore,StoreC
2025-04-22,Mouse,Electronics,58,400,Hyderabad,StoreA
2024-11-26,Table,Furniture,14,300,Hyderabad,StoreD
2024-07-12,Desk,Furniture,15,500,Delhi,StoreC
2025-08-07,Table,Furniture,4,300,Mumbai,StoreE
2025-01-27,Pen,Stationery,57,15,Bangalore,StoreB
2025-04-11,Keyboard,Electronics,10,80,Bangalore,StoreD
2024-09-03,Pen,Stationery,51,15,Delhi,StoreC
2024-04-03,Keyboard,Electronics,3,80,Ahmedabad,StoreC
2024-09-23,Pen,Stationery,49,15,Ahmedabad,StoreD
2024-05-26,Pen,Stationery,7,15,Chennai,StoreB
2024-12-07,Notebook,Stationery,44,20,Bangalore,StoreB
2025-03-24,Keyboard,Electronics,27,80,Chennai,StoreD
2025-01-14,Keyboard,Electronics,12,80,Lucknow,StoreD
2025-01-20,Laptop,Electronics,54,450,Bangalore,StoreA
2025-11-25,Keyboard,Electronics,16,80,Pune,StoreE
2024-08-25,Pen,Stationery,43,15,Lucknow,StoreE
2024-05-05,Chair,Furniture,56,150,Bangalore,StoreC
2025-02-28,Printer,Electronics,17,1200,Ahmedabad,StoreC
2025-02-06,Notebook,Stationery,44,20,Hyderabad,StoreA
2024-06-29,Table,Furniture,25,300,Hyderabad,StoreA
2024-02-15,Desk,Furniture,28,500,Jaipur,StoreE
2025-09-27,Table,Furniture,50,300,Ahmedabad,StoreB
2024-04-20,Monitor,Electronics,1,800,Jaipur,StoreC
2024-01-01,Chair,Furniture,29,150,Kolkata,StoreD
2025-12-12,Keyboard,Electronics,39,80,Mumbai,StoreD
2025-07-08,Desk,Furniture,51,500,Ahmedabad,StoreA
2024-04-16,Mouse,Electronics,16,400,Ahmedabad,StoreA
2024-11-08,Notebook,Stationery,14,20,Lucknow,StoreC
2025-01-02,Chair,Furniture,16,150,Hyderabad,StoreD
2024-01-27,Keyboard,Electronics,37,80,Hyderabad,StoreD
2024-02-22,Keyboard,Electronics,23,80,Delhi,StoreB
2025-04-28,Pen,Stationery,36,15,Pune,StoreA
2025-05-30,Chair,Furniture,52,150,Bangalore,StoreB
2025-04-06,Printer,Electronics,15,1200,Hyderabad,StoreA
2024-07-14,Desk,Furniture,45,500,Hyderabad,StoreD
2024-12-18,Desk,Furniture,42,500,Bangalore,StoreC
2025-04-13,Monitor,Electronics,7,800,Ahmedabad,StoreD
2025-12-21,Keyboard,Electronics,46,80,Hyderabad,StoreB
2025-11-20,Keyboard,Electronics,16,80,Jaipur,StoreA
2024-12-24,Notebook,Stationery,1,20,Jaipur,StoreB
2024-02-05,Mouse,Electronics,40,400,Mumbai,StoreE
2024-07-23,Laptop,Electronics,42,450,Hyderabad,StoreD
2025-09-27,Table,Furniture,57,300,Pune,StoreA
2024-07-24,Notebook,Stationery,50,20,Delhi,StoreA
2024-02-23,Notebook,Stationery,2,20,Lucknow,StoreC
2024-12-19,Keyboard,Electronics,28,80,Delhi,StoreE
2024-12-02,Printer,Electronics,38,1200,Bangalore,StoreC
2025-08-16,Printer,Electronics,52,1200,Delhi,StoreB
2025-01-10,Laptop,Electronics,32,450,Chennai,StoreD
2024-12-28,Desk,Furniture,14,500,Delhi,StoreA
2025-08-19,Pencil,Stationery,45,5,Jaipur,StoreD
2025-12-12,Mouse,Electronics,20,400,Mumbai,StoreD
2025-09-13,Notebook,Stationery,28,20,Delhi,StoreE
2024-09-14,Pencil,Stationery,27,5,Delhi,StoreE
2024-03-14,Notebook,Stationery,36,20,Delhi,StoreB
2024-03-10,Monitor,Electronics,22,800,Chennai,StoreD
2025-05-25,Monitor,Electronics,56,800,Ahmedabad,StoreC
2025-04-28,Monitor,Electronics,50,800,Delhi,StoreC
2024-07-10,Desk,Furniture,47,500,Jaipur,StoreC
2025-03-23,Pencil,Stationery,60,5,Ahmedabad,StoreE
2024-12-09,Monitor,Electronics,7,800,Ahmedabad,StoreE
2025-02-16,Desk,Furniture,2,500,Jaipur,StoreC
2024-02-15,Desk,Furniture,47,500,Lucknow,StoreD
2024-05-06,Printer,Electronics,46,1200,Ahmedabad,StoreB
2025-11-23,Mouse,Electronics,55,400,Ahmedabad,StoreB
2025-05-17,Chair,Furniture,52,150,Mumbai,StoreB
2024-02-26,Monitor,Electronics,46,800,Pune,StoreD
2025-08-10,Notebook,Stationery,21,20,Ahmedabad,StoreD
2024-11-27,Mouse,Electronics,15,400,Chennai,StoreC
2025-09-04,Pen,Stationery,28,15,Hyderabad,StoreC
2024-05-08,Pen,Stationery,30,15,Ahmedabad,StoreD
2024-11-16,Laptop,Electronics,57,450,Bangalore,StoreD
2024-03-14,Laptop,Electronics,39,450,Hyderabad,StoreA
2024-07-25,Chair,Furniture,51,150,Hyderabad,StoreB
2025-07-23,Laptop,Electronics,14,450,Lucknow,StoreC
2025-02-08,Printer,Electronics,9,1200,Jaipur,StoreA
2024-10-25,Keyboard,Electronics,34,80,Kolkata,StoreA
2024-11-13,Table,Furniture,55,300,Bangalore,StoreC
2025-11-13,Laptop,Electronics,4,450,Mumbai,StoreC
2025-08-08,Printer,Electronics,47,1200,Lucknow,StoreD
2025-08-22,Notebook,Stationery,1,20,Ahmedabad,StoreB
2025-06-03,Desk,Furniture,50,500,Bangalore,StoreB
2024-10-22,Pencil,Stationery,23,5,Chennai,StoreA
2025-01-06,Chair,Furniture,4,150,Jaipur,StoreA
2025-03-16,Laptop,Electronics,37,450,Chennai,StoreA
2024-10-21,Pen,Stationery,37,15,Bangalore,StoreC
2025-08-25,Table,Furniture,3,300,Bangalore,StoreA
2025-09-28,Laptop,Electronics,44,450,Hyderabad,StoreE
2024-05-24,Laptop,Electronics,49,450,Bangalore,StoreA
2025-10-29,Keyboard,Electronics,42,80,Kolkata,StoreE
2024-10-09,Pencil,Stationery,11,5,Chennai,StoreE
2024-11-13,Chair,Furniture,10,150,Chennai,StoreB
2025-02-17,Printer,Electronics,24,1200,Mumbai,StoreB
2025-06-27,Chair,Furniture,6,150,Lucknow,StoreD
2024-08-05,Laptop,Electronics,16,450,Ahmedabad,StoreC
2025-06-09,Table,Furniture,17,300,Mumbai,StoreE
2025-11-16,Table,Furniture,49,300,Hyderabad,StoreE
2025-06-11,Mouse,Electronics,43,400,Ahmedabad,StoreB
2025-03-15,Pencil,Stationery,27,5,Hyderabad,StoreA
2025-08-10,Mouse,Electronics,5,400,Lucknow,StoreC
2025-06-09,Mouse,Electronics,4,400,Chennai,StoreD
2024-06-26,Printer,Electronics,16,1200,Delhi,StoreA
2025-04-19,Pen,Stationery,59,15,Lucknow,StoreB
2025-11-30,Keyboard,Electronics,24,80,Chennai,StoreA
2025-07-12,Desk,Furniture,23,500,Chennai,StoreB
2025-12-06,Pencil,Stationery,22,5,Delhi,StoreE
2024-02-23,Printer,Electronics,36,1200,Delhi,StoreD
2024-04-17,Keyboard,Electronics,50,80,Pune,StoreC
2025-04-03,Laptop,Electronics,31,450,Bangalore,StoreC
2025-06-30,Table,Furniture,20,300,Chennai,StoreC
2024-03-10,Notebook,Stationery,26,20,Chennai,StoreC
2024-03-02,Mouse,Electronics,31,400,Pune,StoreC
2024-10-01,Mouse,Electronics,18,400,Bangalore,StoreC
2025-11-21,Pencil,Stationery,48,5,Kolkata,StoreE
2024-06-19,Notebook,Stationery,34,20,Hyderabad,StoreD
2025-08-15,Pen,Stationery,15,15,Chennai,StoreB
2025-01-13,Mouse,Electronics,35,400,Delhi,StoreC
2024-03-25,Table,Furniture,30,300,Hyderabad,StoreA
2025-07-27,Printer,Electronics,54,1200,Kolkata,StoreC
2025-05-29,Pen,Stationery,13,15,Jaipur,StoreB
2025-11-17,Pen,Stationery,51,15,Lucknow,StoreD
2025-12-03,Keyboard,Electronics,59,80,Chennai,StoreC
2025-04-30,Pencil,Stationery,43,5,Jaipur,StoreB
2024-01-07,Monitor,Electronics,52,800,Bangalore,StoreC
2025-06-25,Desk,Furniture,25,500,Hyderabad,StoreA
2025-03-28,Monitor,Electronics,19,800,Jaipur,StoreA
2024-12-08,Keyboard,Electronics,7,80,Mumbai,StoreE
2025-03-22,Chair,Furniture,18,150,Kolkata,StoreE
2025-12-28,Pen,Stationery,46,15,Bangalore,StoreB
2024-08-09,Monitor,Electronics,28,800,Mumbai,StoreC
2024-03-30,Pen,Stationery,49,15,Kolkata,StoreB
2025-07-08,Notebook,Stationery,28,20,Lucknow,StoreA
2025-11-07,Monitor,Electronics,41,800,Pune,StoreB
2025-11-18,Pen,Stationery,2,15,Hyderabad,StoreA
2025-04-06,Mouse,Electronics,26,400,Kolkata,StoreC
2025-03-03,Table,Furniture,15,300,Bangalore,StoreC
2024-04-05,Laptop,Electronics,16,450,Chennai,StoreB
2025-03-31,Mouse,Electronics,23,400,Hyderabad,StoreD
2024-06-02,Keyboard,Electronics,14,80,Delhi,StoreC
2025-06-19,Notebook,Stationery,18,20,Ahmedabad,StoreC
2024-07-08,Chair,Furniture,11,150,Ahmedabad,StoreB
2025-08-26,Desk,Furniture,16,500,Kolkata,StoreA
2024-06-13,Desk,Furniture,43,500,Ahmedabad,StoreE
2024-12-12,Keyboard,Electronics,5,80,Mumbai,StoreD
2024-09-14,Table,Furniture,3,300,Kolkata,StoreB
2025-12-03,Keyboard,Electronics,39,80,Jaipur,StoreC
2024-10-14,Monitor,Electronics,5,800,Mumbai,StoreD
2025-07-29,Mouse,Electronics,10,400,Hyderabad,StoreE
2025-05-01,Monitor,Electronics,56,800,Jaipur,StoreB
2025-12-26,Keyboard,Electronics,44,80,Ahmedabad,StoreA
2025-12-31,Chair,Furniture,3,150,Chennai,StoreB
2025-04-05,Pen,Stationery,50,15,Hyderabad,StoreD
2025-05-25,Laptop,Electronics,23,450,Hyderabad,StoreB
2024-01-02,Table,Furniture,58,300,Ahmedabad,StoreC
2025-10-09,Desk,Furniture,10,500,Lucknow,StoreA
2025-05-05,Notebook,Stationery,10,20,Kolkata,StoreE
2024-02-03,Laptop,Electronics,49,450,Jaipur,StoreD
2025-04-25,Table,Furniture,17,300,Mumbai,StoreC
2024-07-23,Pen,Stationery,24,15,Kolkata,StoreE
2025-10-31,Printer,Electronics,45,1200,Chennai,StoreE
2024-11-03,Keyboard,Electronics,25,80,Kolkata,StoreC
2025-11-27,Table,Furniture,12,300,Pune,StoreC
2025-11-03,Notebook,Stationery,50,20,Hyderabad,StoreC
2024-02-28,Desk,Furniture,10,500,Kolkata,StoreA
2025-02-12,Monitor,Electronics,5,800,Delhi,StoreC
2024-07-31,Chair,Furniture,22,150,Jaipur,StoreA
2025-12-19,Desk,Furniture,24,500,Lucknow,StoreB
2025-09-13,Chair,Furniture,53,150,Bangalore,StoreB
2025-08-12,Mouse,Electronics,6,400,Bangalore,StoreA
2024-06-29,Keyboard,Electronics,34,80,Lucknow,StoreB
2024-03-17,Keyboard,Electronics,27,80,Jaipur,StoreC
2025-05-02,Laptop,Electronics,40,450,Mumbai,StoreE
2025-07-25,Desk,Furniture,32,500,Mumbai,StoreC
2024-12-21,Notebook,Stationery,21,20,Jaipur,StoreC
2024-07-27,Keyboard,Electronics,37,80,Kolkata,StoreE
2025-02-20,Printer,Electronics,39,1200,Bangalore,StoreB
2024-07-28,Monitor,Electronics,21,800,Jaipur,StoreE
2025-02-24,Pen,Stationery,50,15,Mumbai,StoreD
2024-10-26,Monitor,Electronics,18,800,Lucknow,StoreC
2024-11-23,Chair,Furniture,17,150,Mumbai,StoreC
2024-09-19,Desk,Furniture,57,500,Kolkata,StoreC
2025-06-20,Notebook,Stationery,20,20,Jaipur,StoreD
2024-07-02,Mouse,Electronics,52,400,Jaipur,StoreA
2024-06-18,Keyboard,Electronics,14,80,Hyderabad,StoreE
2024-05-10,Monitor,Electronics,10,800,Bangalore,StoreA
2025-01-21,Desk,Furniture,53,500,Mumbai,StoreA
2024-12-12,Chair,Furniture,21,150,Bangalore,StoreA
2024-02-03,Pencil,Stationery,45,5,Pune,StoreC
2025-04-01,Monitor,Electronics,58,800,Mumbai,StoreE
2024-07-07,Keyboard,Electronics,24,80,Mumbai,StoreA
2024-09-07,Printer,Electronics,56,1200,Pune,StoreC
2025-08-25,Laptop,Electronics,23,450,Hyderabad,StoreE
2025-11-07,Notebook,Stationery,6,20,Bangalore,StoreB
2024-11-03,Keyboard,Electronics,38,80,Jaipur,StoreE
2025-03-09,Monitor,Electronics,2,800,Lucknow,StoreD
2025-05-09,Pen,Stationery,18,15,Pune,StoreE
2025-11-20,Table,Furniture,51,300,Kolkata,StoreC
2025-10-07,Laptop,Electronics,44,450,Lucknow,StoreE
2025-04-18,Pencil,Stationery,37,5,Lucknow,StoreA
2024-02-08,Mouse,Electronics,45,400,Delhi,StoreC
2024-09-27,Pen,Stationery,14,15,Ahmedabad,StoreE
2025-02-12,Printer,Electronics,13,1200,Pune,StoreE
2024-09-28,Pen,Stationery,44,15,Chennai,StoreB
2025-09-04,Pencil,Stationery,52,5,Hyderabad,StoreA
2025-06-03,Mouse,Electronics,32,400,Ahmedabad,StoreA
2025-11-19,Notebook,Stationery,60,20,Chennai,StoreC
2025-07-09,Mouse,Electronics,35,400,Pune,StoreC
2025-05-19,Mouse,Electronics,46,400,Jaipur,StoreD
2025-10-17,Pen,Stationery,14,15,Hyderabad,StoreD
2024-04-19,Desk,Furniture,33,500,Mumbai,StoreD
2025-04-15,Table,Furniture,45,300,Delhi,StoreD
2025-02-18,Chair,Furniture,26,150,Hyderabad,StoreB
2024-05-02,Laptop,Electronics,28,450,Hyderabad,StoreA
2025-10-23,Laptop,Electronics,14,450,Hyderabad,StoreE
2025-04-05,Notebook,Stationery,54,20,Kolkata,StoreD
2024-06-02,Keyboard,Electronics,3,80,Bangalore,StoreE
2025-06-09,Keyboard,Electronics,4,80,Ahmedabad,StoreE
2024-12-22,Laptop,Electronics,5,450,Mumbai,StoreE
2024-03-23,Printer,Electronics,44,1200,Delhi,StoreC
2025-01-10,Table,Furniture,26,300,Bangalore,StoreC
2024-03-07,Printer,Electronics,52,1200,Mumbai,StoreC
2024-12-04,Pen,Stationery,14,15,Chennai,StoreA
2025-08-15,Monitor,Electronics,20,800,Hyderabad,StoreA
2024-11-30,Table,Furniture,32,300,Hyderabad,StoreA
2025-10-28,Printer,Electronics,46,1200,Bangalore,StoreA
2024-07-19,Chair,Furniture,15,150,Hyderabad,StoreC
2024-10-19,Laptop,Electronics,33,450,Lucknow,StoreA
2025-04-17,Chair,Furniture,51,150,Delhi,StoreC
2025-07-13,Notebook,Stationery,22,20,Pune,StoreA
2024-01-29,Notebook,Stationery,57,20,Chennai,StoreB
2025-02-08,Laptop,Electronics,32,450,Pune,StoreB
2024-07-28,Pencil,Stationery,39,5,Kolkata,StoreC
2024-03-15,Chair,Furniture,1,150,Bangalore,StoreD
2025-06-06,Table,Furniture,55,300,Hyderabad,StoreE
2025-12-15,Desk,Furniture,23,500,Jaipur,StoreC
2025-01-29,Keyboard,Electronics,34,80,Chennai,StoreE
2024-02-24,Pen,Stationery,4,15,Pune,StoreA
2025-11-22,Pen,Stationery,32,15,Kolkata,StoreC
2025-11-17,Chair,Furniture,52,150,Delhi,StoreA
2025-04-27,Keyboard,Electronics,24,80,Delhi,StoreE
2024-02-23,Laptop,Electronics,60,450,Chennai,StoreC
2024-02-22,Printer,Electronics,52,1200,Pune,StoreD
2024-01-21,Pen,Stationery,26,15,Kolkata,StoreC
2025-04-24,Laptop,Electronics,32,450,Mumbai,StoreD
2024-06-11,Mouse,Electronics,13,400,Bangalore,StoreE
2024-09-22,Chair,Furniture,58,150,Hyderabad,StoreA
2025-10-16,Chair,Furniture,29,150,Hyderabad,StoreC
2025-03-16,Mouse,Electronics,9,400,Bangalore,StoreB
2024-11-15,Chair,Furniture,7,150,Bangalore,StoreD
2024-03-10,Mouse,Electronics,11,400,Delhi,StoreE
2025-10-17,Desk,Furniture,51,500,Hyderabad,StoreE
2025-08-31,Mouse,Electronics,2,400,Kolkata,StoreC
2025-05-08,Mouse,Electronics,35,400,Ahmedabad,StoreD
2025-10-24,Monitor,Electronics,37,800,Mumbai,StoreD
2024-01-15,Monitor,Electronics,43,800,Mumbai,StoreC
2025-04-10,Notebook,Stationery,32,20,Hyderabad,StoreD
2025-06-22,Keyboard,Electronics,35,80,Pune,StoreB
2025-07-04,Table,Furniture,18,300,Jaipur,StoreA
2024-03-24,Pen,Stationery,8,15,Pune,StoreC
2025-07-01,Printer,Electronics,50,1200,Mumbai,StoreD
2025-02-23,Monitor,Electronics,19,800,Mumbai,StoreE
2024-07-06,Mouse,Electronics,23,400,Hyderabad,StoreE
2024-10-11,Pen,Stationery,22,15,Kolkata,StoreB
2024-06-11,Pen,Stationery,21,15,Pune,StoreE
2025-04-13,Chair,Furniture,46,150,Bangalore,StoreB
2025-06-14,Desk,Furniture,4,500,Mumbai,StoreC
2025-05-02,Pen,Stationery,53,15,Delhi,StoreB
2025-09-18,Pen,Stationery,24,15,Hyderabad,StoreC
2025-05-10,Laptop,Electronics,30,450,Delhi,StoreB
2024-01-24,Chair,Furniture,54,150,Mumbai,StoreB
2024-07-16,Printer,Electronics,15,1200,Bangalore,StoreE
2024-11-12,Keyboard,Electronics,55,80,Chennai,StoreC
2025-01-23,Printer,Electronics,31,1200,Bangalore,StoreA
2024-06-26,Notebook,Stationery,59,20,Pune,StoreA
2025-10-03,Printer,Electronics,53,1200,Bangalore,StoreC
2025-07-03,Desk,Furniture,59,500,Pune,StoreA
2024-02-17,Notebook,Stationery,19,20,Hyderabad,StoreD
2024-02-16,Chair,Furniture,1,150,Mumbai,StoreB
2024-07-09,Chair,Furniture,19,150,Ahmedabad,StoreD
2025-02-26,Chair,Furniture,10,150,Kolkata,StoreC
2025-06-08,Chair,Furniture,27,150,Lucknow,StoreA
2025-03-13,Chair,Furniture,31,150,Hyderabad,StoreE
2025-09-23,Mouse,Electronics,14,400,Delhi,StoreA
2025-03-27,Keyboard,Electronics,54,80,Mumbai,StoreA
2024-09-22,Keyboard,Electronics,39,80,Hyderabad,StoreE
2024-10-31,Printer,Electronics,47,1200,Jaipur,StoreD
2025-12-12,Chair,Furniture,56,150,Mumbai,StoreE
2025-09-07,Pencil,Stationery,16,5,Chennai,StoreB
2025-06-28,Laptop,Electronics,52,450,Chennai,StoreA
2024-01-12,Keyboard,Electronics,60,80,Ahmedabad,StoreD
2025-10-24,Mouse,Electronics,49,400,Mumbai,StoreD
2024-12-25,Table,Furniture,47,300,Bangalore,StoreD
2024-05-08,Table,Furniture,51,300,Hyderabad,StoreC
2024-03-25,Pen,Stationery,36,15,Jaipur,StoreD
2024-07-18,Pen,Stationery,16,15,Chennai,StoreE
2024-03-09,Pencil,Stationery,18,5,Lucknow,StoreB
2024-06-30,Mouse,Electronics,50,400,Chennai,StoreC
2025-02-01,Monitor,Electronics,25,800,Mumbai,StoreE
2025-08-18,Pencil,Stationery,13,5,Hyderabad,StoreA
2025-12-10,Printer,Electronics,27,1200,Chennai,StoreA
2024-06-28,Pencil,Stationery,16,5,Delhi,StoreB
2025-05-04,Printer,Electronics,25,1200,Lucknow,StoreA
2024-11-02,Keyboard,Electronics,24,80,Delhi,StoreC
2024-12-10,Chair,Furniture,16,150,Ahmedabad,StoreA
2024-08-19,Keyboard,Electronics,26,80,Bangalore,StoreB
2024-02-19,Printer,Electronics,58,1200,Ahmedabad,StoreD
2024-08-03,Notebook,Stationery,14,20,Kolkata,StoreE
2024-12-21,Keyboard,Electronics,16,80,Bangalore,StoreC
2024-09-05,Pencil,Stationery,30,5,Ahmedabad,StoreE
2024-03-12,Mouse,Electronics,21,400,Jaipur,StoreA
2024-06-23,Notebook,Stationery,18,20,Pune,StoreD
2025-12-31,Desk,Furniture,52,500,Ahmedabad,StoreB
2024-04-12,Notebook,Stationery,19,20,Chennai,StoreD
2024-07-28,Monitor,Electronics,8,800,Mumbai,StoreD
2025-12-01,Desk,Furniture,50,500,Mumbai,StoreB
2025-07-08,Printer,Electronics,58,1200,Chennai,StoreD
2024-09-16,Keyboard,Electronics,20,80,Bangalore,StoreE
2025-09-16,Mouse,Electronics,60,400,Bangalore,StoreE
2024-12-07,Chair,Furniture,36,150,Chennai,StoreB
2024-01-14,Pen,Stationery,10,15,Delhi,StoreA
2025-01-03,Pen,Stationery,52,15,Ahmedabad,StoreA
2025-05-15,Mouse,Electronics,22,400,Chennai,StoreC
2024-06-04,Pen,Stationery,6,15,Pune,StoreD
2025-06-23,Keyboard,Electronics,28,80,Hyderabad,StoreE
2024-04-08,Chair,Furniture,55,150,Ahmedabad,StoreE
2025-10-06,Pencil,Stationery,36,5,Ahmedabad,StoreC
2025-12-13,Pen,Stationery,48,15,Jaipur,StoreE
2024-10-14,Laptop,Electronics,58,450,Pune,StoreB
2024-04-12,Chair,Furniture,2,150,Hyderabad,StoreD
2024-04-22,Laptop,Electronics,28,450,Bangalore,StoreB
2025-08-19,Printer,Electronics,54,1200,Delhi,StoreD
2024-10-09,Keyboard,Electronics,29,80,Kolkata,StoreD
2024-07-25,Monitor,Electronics,56,800,Ahmedabad,StoreC
2024-02-12,Pencil,Stationery,18,5,Lucknow,StoreD
2024-09-22,Monitor,Electronics,55,800,Hyderabad,StoreA
2024-09-29,Pencil,Stationery,41,5,Pune,StoreD
2024-01-18,Pen,Stationery,48,15,Lucknow,StoreD
2025-09-18,Pencil,Stationery,45,5,Lucknow,StoreE
2024-11-14,Mouse,Electronics,10,400,Pune,StoreB
2025-01-22,Mouse,Electronics,2,400,Delhi,StoreC
2025-03-04,Pencil,Stationery,31,5,Mumbai,StoreC
2024-03-25,Keyboard,Electronics,37,80,Chennai,StoreB
